,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
AGO1,0.19499438657149,5.43973028939331,1.03798488025499,0.306491139464399,0.589787029494132,-6.3555099013104,AGO1
NKIRAS2,0.117870652211945,6.33084088817383,1.03787638420876,0.306540933971554,0.589788483902716,-6.62082883580475,NKIRAS2
TIMM22,0.200393790899702,4.58756617253631,1.03742416355789,0.30674854193274,0.590051268119342,-6.11178082767762,TIMM22
DSN1,0.157528319902711,5.70908958406086,1.0372792668083,0.306815082498898,0.590051268119342,-6.41518510561471,DSN1
KIF2C,-0.144525189414446,6.30566344389674,-1.03717004548745,0.306865246525479,0.590051268119342,-6.58067301853814,KIF2C
LHFPL2,0.263301719201642,5.37482409138884,1.03930258262811,0.306873757552714,0.590051268119342,-6.37475422788205,LHFPL2
NKAP,-0.241185456464038,4.24087106657957,-1.03663146398754,0.307112693398475,0.59041629851398,-6.03251677858649,NKAP
DDX60,0.151922156634099,7.22433980061011,1.03615961731659,0.307329592827892,0.590676920677813,-6.65243670865939,DDX60
TECPR2,0.334504926748746,3.88059448051613,1.03605146083494,0.307379325329578,0.590676920677813,-5.91554057247751,TECPR2
MFSD5,-0.13216673160984,6.72804672380779,-1.03599968558794,0.307403134586492,0.590676920677813,-6.75421397504536,MFSD5
TLE4,0.311939206332615,3.4833175344562,1.03590928364598,0.307444709690123,0.590676920677813,-5.92592922674932,TLE4
CEP295,0.328727164641536,3.29743370322165,1.03543020279121,0.307665099862603,0.591005934522845,-5.74790202838905,CEP295
C11orf24,-0.142926599624554,5.78792176847678,-1.03531360905414,0.307718752651626,0.591013567383443,-6.51837206617215,C11orf24
CDCP1,-0.141657254211915,7.83049727530117,-1.03703513691135,0.307801379319565,0.591013567383443,-6.96775591696318,CDCP1
POLG2,0.487826134571137,1.8458109091428,1.03510123955067,0.307816495060272,0.591013567383443,-5.38888034091303,POLG2
PODXL,0.235322551683131,5.16127759774662,1.0347424410672,0.308221340333334,0.591671463464459,-6.33983976640757,PODXL
ASPSCR1,0.179915095006518,4.70262681410785,1.03414354730334,0.308257536382165,0.591671463464459,-6.13331232005479,ASPSCR1
NHP2,0.156408699291216,4.94824969381057,1.03340803826911,0.308596552873705,0.59222765939238,-6.24424303528233,NHP2
SEC62,-0.141570647613261,6.16077837145049,-1.03307712933521,0.308749161884162,0.592426000316021,-6.55345021933847,SEC62
HAUS8,-0.231850947184428,3.9146947450886,-1.03295323858736,0.308806311378936,0.592441140046972,-5.96764751347308,HAUS8
UNC45A,-0.124846427126398,6.76759753313699,-1.03262383744667,0.308958296158699,0.592567775388127,-6.72873931764193,UNC45A
SRP72,0.109898578831461,6.9042966767779,1.03249377789416,0.309018319489728,0.592567775388127,-6.73700082582371,SRP72
DNAAF5,0.212127607968548,4.89821674788695,1.03248985805328,0.309020128646739,0.592567775388127,-6.25986476341302,DNAAF5
UBXN8,0.46495641534139,1.42703071374382,1.03234157786098,0.309088571013834,0.592604534287164,-5.42092109123883,UBXN8
TEAD1,0.320269220208536,4.52845572871842,1.0331545525646,0.309224465719669,0.59269886716359,-6.10554629940658,TEAD1
SLC25A38,-0.101673130758078,7.09871215559576,-1.03202152656871,0.309236334202338,0.59269886716359,-6.80593983408044,SLC25A38
ARL17A,0.553516480923036,0.504600143302437,1.03187258857653,0.309305113395414,0.592736233079453,-5.23739466735242,ARL17A
